,id,scientificName,scientificNameAuthorship,decimalLongitude,decimalLatitude,scientificNameID,absence,aphiaID,basisOfRecord,brackish,category,class,classid,continent,country,dataset_id,family,familyid,genus,genusid,higherGeography,identificationReferences,kingdom,kingdomid,locality,marine,node_id,occurrenceID,order,orderid,originalScientificName,phylum,phylumid,sampleSizeUnit,samplingProtocol,species,speciesid,subphylum,subphylumid,superclass,superclassid,terrestrial,waterBody,year,flags
5718,3e18d039-55e9-4c4e-b285-19767836a475,Ursus maritimus,"Phipps, 1774",-125.73556,75.37972,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Canada,"{Stirling, 2007 #1806}",Animalia,2,Northern beaufort sea population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_8084_1969,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Population estimate,Modelled estimated during intensive capture years,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1969,no_depth
5728,3e331c14-b927-4e04-a7e5-512dd407fbe6,Eumetopias jubatus,"(Schreber, 1776)",-154.785,56.74167,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Trites, 2003 #1338}",Animalia,2,Alaska - Western stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4860_1980,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,number of individuals,unknown,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1980,no_depth
5736,3e5cc4ac-1d86-47c0-837d-85f8528380f8,Callorhinus ursinus,"Linnaeus, 1758",-170.24667,57.4,urn:lsid:marinespecies.org:taxname:254997,False,254997,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Callorhinus,254996.0,United States,"{Towell, 2008 #2295}",Animalia,2,"St. Paul Island (in the Pribilof Islands part of the Aleutian Islands), Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4817_1995,Carnivora,2687.0,Callorhinus ursinus,Chordata,1821,number of individuals,Adult male direct count,Callorhinus ursinus,254997.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1995,no_depth
5740,3e693a7f-1fdb-464f-a0a3-44f0ac4e5a0d,Hyperoodon ampullatus,"(Forster, 1770)",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:343899,False,343899,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Ziphiidae,136986.0,Hyperoodon,137033.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2007_1993,Cetartiodactyla,370511.0,Hyperoodon ampullatus,Chordata,1821,Individuals,Primary sightings from aerial surveys,Hyperoodon ampullatus,343899.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1993,no_depth
5743,3e702d40-1f3c-4361-9d68-e613ba792fec,Delphinapterus leucas,"Pallas, 1776",-160.0,58.0,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{Trites, 1999 #1136}",Animalia,2,East Bering Sea,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2192_1952,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Number of individuals,Unknown,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1952,no_depth
5755,3e9d8ed7-25f5-44a1-9707-00e6d161e1ef,Delphinapterus leucas,"Pallas, 1776",-78.28194,56.90167,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,Canada,"{DFO, 2005 #855}",Animalia,2,Eastern Hudson Bay population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4559_1977,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Population size,Aerial survey corrected by population model,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1977,no_depth
5773,3ed6221f-afea-4066-8009-57effe58d7b5,Megaptera novaeangliae,"Borowski, 1781",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137092,False,137092,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Megaptera,137014.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Islands, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6421_1960,Cetartiodactyla,370511.0,Megaptera novaeangliae,Chordata,1821,frequency of group sightings,boat based survey,Megaptera novaeangliae,137092.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1960,no_depth
5785,3efa587c-e2b6-44ca-9838-dd6b17a40a6b,Delphinapterus leucas,"Pallas, 1776",-164.26889,63.84917,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{DeMaster, 2001 #2258}",Animalia,2,"Norton Sound, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9802_1991,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,animals seen/km2,Aerial survey & line transect surveys,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1991,no_depth
5786,3efe7a29-eec3-4529-a8f5-ea322f82257f,Megaptera novaeangliae,"Borowski, 1781",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137092,False,137092,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Megaptera,137014.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Islands, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6421_2004,Cetartiodactyla,370511.0,Megaptera novaeangliae,Chordata,1821,frequency of group sightings,boat based survey,Megaptera novaeangliae,137092.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2004,no_depth
5793,3f0c6044-77b5-4896-aeb4-d38789b96738,Delphinapterus leucas,"Pallas, 1776",-167.55222,68.2025,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{NOAA, 1999 #1131}",Animalia,2,"Eastern Chukchi Sea Stock, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2193_2008,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Number of individuals,Counts,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2008,no_depth
5796,3f18c7fa-8811-4714-9fb1-f2bc525354f7,Orcinus orca,"Linnaeus, 1758",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137102,False,137102,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Delphinidae,136980.0,Orcinus,137021.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Isalnds, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6423_1985,Cetartiodactyla,370511.0,Orcinus orca,Chordata,1821,Frequency of groups sighted,boat based survey,Orcinus orca,137102.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1985,no_depth
5797,3f19cfb1-cea3-437f-a596-ab64a7acca6e,Balaenoptera acutorostrata,"LacǸp��de, 1804",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Isalnds, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6420_2007,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Frequency of sightings of group per year,boat based survey,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2007,no_depth
5807,3f3e6868-bbb7-42f0-8cac-b6d9b27d90e7,Odobenus rosmarus,"Illiger, 1815",-175.0,60.0,urn:lsid:marinespecies.org:taxname:137077,False,137077,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Odobenidae,136975.0,Odobenus,137005.0,"United States, Russian Federation","{Fay, 1997 #544}",Animalia,2,Bering and Chukchi Sea of Alaska and Russia,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2219_1959,Carnivora,2687.0,Odobenus rosmarus,Chordata,1821,Population size,Aerial survey,Odobenus rosmarus,137077.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1959,no_depth
5810,3f478264-64f8-4f79-8900-220e5492c014,Delphinapterus leucas,"Pallas, 1776",-78.28194,56.90167,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,Canada,"{DFO, 2005 #855}",Animalia,2,Eastern Hudson Bay population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4559_1981,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Population size,Aerial survey corrected by population model,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1981,no_depth
5812,3f4b152b-a718-4ceb-9cf5-7d643288a87a,Phocoenoides dalli,"True, 1885",-170.0,57.0,urn:lsid:marinespecies.org:taxname:254987,False,254987,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Phocoenidae,136984.0,Phocoenoides,254986.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Isalnds, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6424_1973,Cetartiodactyla,370511.0,Phocoenoides dalli,Chordata,1821,Frequency of groups sighted,boat based survey,Phocoenoides dalli,254987.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1973,no_depth
5820,3f654e51-69ac-4e39-819d-fb29860158df,Enhydra lutris,"Linnaeus, 1758",-176.0,56.0,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Stevens, 1999 #528}",Animalia,2,Aleutians,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2195_2010,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Number of individuals,Unknown,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2010,no_depth
5823,3f6a99e9-4df0-4fd6-81d6-1cd84d3adf81,Balaenoptera physalus,"(Linnaeus, 1758)",-56.0,55.0,urn:lsid:marinespecies.org:taxname:137091,False,137091,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Canada,"{Meredith, 1988 #527}",Animalia,2,Newfoundland,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1948_1951,Cetartiodactyla,370511.0,Balaenoptera physalus,Chordata,1821,Inidividuals,Unknown,Balaenoptera physalus,137091.0,Vertebrata,146419,Tetrapoda,1831,,Atlantic north temperate,1951,no_depth
5826,3f6f6f9a-caf4-4f73-9edc-3749d82ade24,Delphinapterus leucas,"Pallas, 1776",-78.28194,56.90167,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,Canada,"{DFO, 2005 #855}",Animalia,2,Eastern Hudson Bay population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4559_1987,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Population size,Aerial survey corrected by population model,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1987,no_depth
5832,3f7e9c30-d473-4f71-9fc6-de74613eded3,Balaenoptera acutorostrata,"LacǸp��de, 1804",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1941_1951,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1951,no_depth
5844,3f980666-81af-41ab-a82f-4c2db7fbe2f2,Enhydra lutris,"Linnaeus, 1758",-176.0,56.0,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Stevens, 1999 #528}",Animalia,2,Aleutians,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2195_1969,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Number of individuals,Unknown,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1969,no_depth
5854,3fa79789-47ff-4fc3-8528-0d49e6d16289,Phocoena phocoena,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137117,False,137117,HumanObservation,True,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Phocoenidae,136984.0,Phocoena,137031.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2014_1954,Cetartiodactyla,370511.0,Phocoena phocoena,Chordata,1821,Individuals,Primary sightings from aerial surveys,Phocoena phocoena,137117.0,Vertebrata,146419,Tetrapoda,1831,False,Arctic,1954,no_depth
5857,3fab7731-69ea-4ba7-8f5f-4b7decc2dd54,Balaenoptera physalus,"(Linnaeus, 1758)",-20.0,63.0,urn:lsid:marinespecies.org:taxname:137091,False,137091,HumanObservation,,VU,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Meredith, 1988 #527}",Animalia,2,Iceland,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1946_1953,Cetartiodactyla,370511.0,Balaenoptera physalus,Chordata,1821,Individuals,Unknown,Balaenoptera physalus,137091.0,Vertebrata,146419,Tetrapoda,1831,,Atlantic north temperate,1953,no_depth
5860,3fad99e9-da9a-4ed7-9d08-fbaf89947379,Megaptera novaeangliae,"Borowski, 1781",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137092,False,137092,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Megaptera,137014.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Islands, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6421_1955,Cetartiodactyla,370511.0,Megaptera novaeangliae,Chordata,1821,frequency of group sightings,boat based survey,Megaptera novaeangliae,137092.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1955,no_depth
5861,3fae515f-583b-4b6e-82ec-1d660232642e,Physeter macrocephalus,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137118,False,137119,HumanObservation,,VU,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Physeteridae,136985.0,Physeter,137032.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2015_1963,Cetartiodactyla,370511.0,Physeter catodon,Chordata,1821,Individuals,Primary sightings from aerial surveys,Physeter macrocephalus,137119.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1963,no_depth
5867,3fc4b711-013b-4196-910f-6fbf677ec49e,Eumetopias jubatus,"(Schreber, 1776)",151.5,46.5,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,Russian Federation,"{Burkanov, 2005 #1439}",Animalia,2,Kuril Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2210_1957,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of non-pups,Survey,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1957,no_depth
5868,3fc52a45-a291-4953-8555-c0f50d686ab6,Phocoena phocoena,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137117,False,137117,HumanObservation,True,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Phocoenidae,136984.0,Phocoena,137031.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2014_1959,Cetartiodactyla,370511.0,Phocoena phocoena,Chordata,1821,Individuals,Primary sightings from aerial surveys,Phocoena phocoena,137117.0,Vertebrata,146419,Tetrapoda,1831,False,Arctic,1959,no_depth
5870,3fca1217-8e57-48f8-b45a-122a8c604718,Balaenoptera acutorostrata,"LacǸp��de, 1804",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1941_1982,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1982,no_depth
5876,3fe26893-4b39-4d02-99e1-2d2579347d38,Phocoenoides dalli,"True, 1885",-170.0,57.0,urn:lsid:marinespecies.org:taxname:254987,False,254987,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Phocoenidae,136984.0,Phocoenoides,254986.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Isalnds, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6424_1986,Cetartiodactyla,370511.0,Phocoenoides dalli,Chordata,1821,Frequency of groups sighted,boat based survey,Phocoenoides dalli,254987.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1986,no_depth
5879,3fe4f6b3-d209-4871-9c1e-4d8ed4d2fca5,Ursus maritimus,"Phipps, 1774",-146.57028,70.67806,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,"United States, Canada","{IUCN, 2001 #1798} updated with {IUCN/SSC Polar Bear Specialist Group, 2010 #2180}",Animalia,2,Southern Beaufort population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_8062_1969,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Individuals,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1969,no_depth
5886,400d7133-f06d-446d-bb87-d839cb5af7ae,Phoca vitulina,"Linnaeus, 1758",-170.4,57.04583,urn:lsid:marinespecies.org:taxname:137084,False,137084,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Phocidae,136976.0,Phoca,137010.0,United States,"{NOAA, 1998 #1141}",Animalia,2,"Otter Island, Bering Sea, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2225_1974,Carnivora,2687.0,Phoca vitulina,Chordata,1821,Number of individuals,Aerial counts,Phoca vitulina,137084.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1974,"no_depth,on_land"
5887,40152624-cf48-4850-b919-9ac087ba8dff,Balaenoptera physalus,"(Linnaeus, 1758)",-47.0,60.13333,urn:lsid:marinespecies.org:taxname:137091,False,137091,HumanObservation,,VU,Mammalia,1837,Europe,Greenland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Greenland,"{Meredith, 1988 #527}",Animalia,2,Greenland,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1945_1958,Cetartiodactyla,370511.0,Balaenoptera physalus,Chordata,1821,Individuals,Unknown,Balaenoptera physalus,137091.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1958,no_depth
5890,402118a9-601b-4729-a3ac-ec2958a5ab34,Eumetopias jubatus,"(Schreber, 1776)",-152.31472,56.16583,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Fritz, 2005 #1123}, Updated with {Allen, 2009 #2291}",Animalia,2,"Western stock, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2211_1991,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Direct observ. Counts,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1991,no_depth
5894,40355399-2466-41d6-a711-ff806b7b701e,Ursus maritimus,"Phipps, 1774",-88.5,63.16667,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Canada,"{Stirling, 1999 #847}",Animalia,2,Western Hudson Bay,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4544_1953,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Population size,Unspecified,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1953,no_depth
5901,40458d7a-2442-4a5d-9aab-06daded5e270,Balaenoptera musculus,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137090,False,137090,HumanObservation,,EN,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1944_1998,Cetartiodactyla,370511.0,Balaenoptera musculus,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera musculus,137090.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1998,no_depth
